Entity,Code,Year,"Crude marriage rate (per 1,000 inhabitants)"
Denmark,DNK,1998,6.5
Denmark,DNK,1999,6.7
Denmark,DNK,2000,7.2
Denmark,DNK,2001,6.8
Denmark,DNK,2002,6.9
Denmark,DNK,2003,6.5
Denmark,DNK,2004,7
Denmark,DNK,2005,6.7
Denmark,DNK,2006,6.7
Denmark,DNK,2007,6.7
Denmark,DNK,2008,6.8
Denmark,DNK,2009,6
Denmark,DNK,2010,5.6
Denmark,DNK,2011,4.9
Denmark,DNK,2012,5.1
Denmark,DNK,2013,4.9
Denmark,DNK,2014,5
Denmark,DNK,2015,5.1
Denmark,DNK,2016,5.4
Denmark,DNK,2017,5.5
Djibouti,DJI,1962,11.60000038
Djibouti,DJI,1998,4.699999809
Djibouti,DJI,1999,5.400000095
Dominica,DMA,1969,3.700000048
Dominica,DMA,1985,3.599999905
Dominica,DMA,1995,3.200000048
Dominica,DMA,1999,4.699999809
Dominican Republic,DOM,1970,4.199999809
Dominican Republic,DOM,1985,3.200000048
Dominican Republic,DOM,1993,2.900000095
Dominican Republic,DOM,2004,4.099999905
Dominican Republic,DOM,2005,4.199999809
Ecuador,ECU,1970,6
Ecuador,ECU,1985,6.199999809
Ecuador,ECU,1995,6.199999809
Ecuador,ECU,2005,5.099999905
Ecuador,ECU,2006,5.599999905
Egypt,EGY,1970,9.300000191
Egypt,EGY,1985,8.399999619
Egypt,EGY,1995,7.800000191
Egypt,EGY,2005,7.199999809
Egypt,EGY,2006,7.199999809
El Salvador,SLV,1970,3.299999952
El Salvador,SLV,1985,3.700000048
El Salvador,SLV,1995,4.5
El Salvador,SLV,2005,3.5
El Salvador,SLV,2006,3.5
Equatorial Guinea,GNQ,1966,0.800000012
Estonia,EST,1960,10
Estonia,EST,1961,9.7
Estonia,EST,1962,8.9
Estonia,EST,1963,8.7
Estonia,EST,1964,8.5
Estonia,EST,1965,8.2
Estonia,EST,1966,8.6
Estonia,EST,1967,8.8
Estonia,EST,1968,8.9
Estonia,EST,1969,9.1
Estonia,EST,1970,9.1
Estonia,EST,1971,9.1
Estonia,EST,1972,8.5
Estonia,EST,1973,8.7
Estonia,EST,1974,8.7
Estonia,EST,1975,8.7
Estonia,EST,1976,8.6
Estonia,EST,1977,8.7
Estonia,EST,1978,8.6
Estonia,EST,1979,8.7
Estonia,EST,1980,8.8
Estonia,EST,1981,8.6
Estonia,EST,1982,8.2
Estonia,EST,1983,8.6
Estonia,EST,1984,8.3
Estonia,EST,1985,8.4
Estonia,EST,1986,8.4
Estonia,EST,1987,8.7
Estonia,EST,1988,8.3
Estonia,EST,1989,8.1
Estonia,EST,1990,7.5
Estonia,EST,1991,6.6
Estonia,EST,1992,5.8
Estonia,EST,1993,5.2
Estonia,EST,1994,5
Estonia,EST,1995,4.9
Estonia,EST,1996,3.9
Estonia,EST,1997,4
Estonia,EST,1998,3.9
Estonia,EST,1999,4
Estonia,EST,2000,3.9
Estonia,EST,2001,4.1
Estonia,EST,2002,4.2
Estonia,EST,2003,4.2
Estonia,EST,2004,4.4
Estonia,EST,2005,4.5
Estonia,EST,2006,5.2
Estonia,EST,2007,5.2
Estonia,EST,2008,4.6
Estonia,EST,2009,4
Estonia,EST,2010,3.8
Estonia,EST,2011,4.1
Estonia,EST,2012,4.5
Estonia,EST,2013,4.3
Estonia,EST,2014,4.7
Estonia,EST,2015,5.2
Estonia,EST,2016,4.8
Estonia,EST,2017,4.9
Eswatini,SWZ,1964,0.899999976
Eswatini,SWZ,1986,3.299999952
Eswatini,SWZ,1988,3.200000048
Eswatini,SWZ,1989,3.700000048
Ethiopia,ETH,1999,9.300000191
European Union (28 countries),,1964,7.9
European Union (28 countries),,1965,7.8
European Union (28 countries),,1966,7.8
European Union (28 countries),,1967,7.8
European Union (28 countries),,1968,7.7
European Union (28 countries),,1969,7.8
European Union (28 countries),,1970,7.9
European Union (28 countries),,1971,7.9
European Union (28 countries),,1972,7.9
European Union (28 countries),,1973,7.8
European Union (28 countries),,1974,7.7
European Union (28 countries),,1975,7.7
European Union (28 countries),,1976,7.4
European Union (28 countries),,1977,7.3
European Union (28 countries),,1978,7.1
European Union (28 countries),,1979,7
European Union (28 countries),,1980,6.8
European Union (28 countries),,1981,6.6
European Union (28 countries),,1982,6.5
European Union (28 countries),,1983,6.4
European Union (28 countries),,1984,6.3
European Union (28 countries),,1985,6.2
European Union (28 countries),,1986,6.2
European Union (28 countries),,1987,6.3
European Union (28 countries),,1988,6.2
European Union (28 countries),,1989,6.5
European Union (28 countries),,1990,6.3
European Union (28 countries),,1991,5.9
European Union (28 countries),,1992,5.7
European Union (28 countries),,1993,5.5
European Union (28 countries),,1994,5.3
European Union (28 countries),,1997,5.2
European Union (28 countries),,1998,5.1
European Union (28 countries),,1999,5.2
European Union (28 countries),,2000,5.2
European Union (28 countries),,2001,4.9
European Union (28 countries),,2002,4.9
European Union (28 countries),,2003,4.9
European Union (28 countries),,2007,4.9
European Union (28 countries),,2008,4.8
European Union (28 countries),,2009,4.5
European Union (28 countries),,2010,4.4
European Union (28 countries),,2011,4.2
European Union (28 countries),,2013,4.1
European Union (28 countries),,2014,4.2
European Union (28 countries),,2015,4.3
European Union (28 countries),,2016,4.4
Faeroe Islands,FRO,1970,6.099999905
Faeroe Islands,FRO,1985,4.099999905
Faeroe Islands,FRO,1995,4.699999809
Faeroe Islands,FRO,2005,5.699999809
Faeroe Islands,FRO,2006,5.699999809
Falkland Islands,FLK,1970,7.300000191
Falkland Islands,FLK,1981,5.900000095
Falkland Islands,FLK,1988,8.899999619
Fiji,FJI,1970,7.800000191
Fiji,FJI,1985,9.5
Fiji,FJI,1995,9.899999619
Fiji,FJI,2003,9.100000381
Fiji,FJI,2004,8.600000381
Finland,FIN,1960,7.4
Finland,FIN,1961,7.7
Finland,FIN,1962,7.6
Finland,FIN,1963,7.4
Finland,FIN,1964,7.6
Finland,FIN,1965,7.9
Finland,FIN,1966,8.4
Finland,FIN,1967,9
Finland,FIN,1968,8.7
Finland,FIN,1969,8.8
Finland,FIN,1970,8.8
Finland,FIN,1971,8.2
Finland,FIN,1972,7.6
Finland,FIN,1973,7.5
Finland,FIN,1974,7.4
Finland,FIN,1975,6.7
Finland,FIN,1976,6.8
Finland,FIN,1977,6.5
Finland,FIN,1978,6.3
Finland,FIN,1979,6.1
Finland,FIN,1980,6.1
Finland,FIN,1981,6.3
Finland,FIN,1982,6.3
Finland,FIN,1983,6.1
Finland,FIN,1984,5.8
Finland,FIN,1985,5.3
Finland,FIN,1986,5.2
Finland,FIN,1987,5.3
Finland,FIN,1988,5.2
Finland,FIN,1989,4.9
Finland,FIN,1990,5
Finland,FIN,1991,4.9
Finland,FIN,1992,4.7
Finland,FIN,1993,4.9
Finland,FIN,1994,4.9
Finland,FIN,1995,4.6
Finland,FIN,1997,4.6
Finland,FIN,1998,4.7
Finland,FIN,1999,4.7
Finland,FIN,2000,5.1
Finland,FIN,2001,4.8
Finland,FIN,2002,5.2
Finland,FIN,2003,5
Finland,FIN,2004,5.6
Finland,FIN,2005,5.6
Finland,FIN,2006,5.4
Finland,FIN,2007,5.6
Finland,FIN,2008,5.8
Finland,FIN,2009,5.6
Finland,FIN,2010,5.6
Finland,FIN,2011,5.3
Finland,FIN,2012,5.3
Finland,FIN,2013,4.6
Finland,FIN,2014,4.5
Finland,FIN,2015,4.5
Finland,FIN,2016,4.5
Finland,FIN,2017,4.8
France,FRA,1970,7.800000191
France,FRA,1985,4.900000095
France,FRA,1994,4.4
France,FRA,1995,4.4
France,FRA,1996,4.8
France,FRA,1997,4.9
France,FRA,1998,4.6
France,FRA,1999,4.9
France,FRA,2000,5
France,FRA,2001,4.8
France,FRA,2002,4.6
France,FRA,2003,4.6
France,FRA,2004,4.5
France,FRA,2005,4.5
France,FRA,2006,4.3
France,FRA,2007,4.3
France,FRA,2008,4.1
France,FRA,2009,3.9
France,FRA,2010,3.9
France,FRA,2011,3.6
France,FRA,2012,3.7
France,FRA,2013,3.6
France,FRA,2014,3.6
France,FRA,2015,3.6
France,FRA,2016,3.5
France,FRA,2017,3.5
France (metropolitan),,1960,7
France (metropolitan),,1961,6.8
France (metropolitan),,1962,6.7
France (metropolitan),,1963,7.1
France (metropolitan),,1964,7.2
France (metropolitan),,1965,7.1
France (metropolitan),,1966,6.9
France (metropolitan),,1967,7
France (metropolitan),,1968,7.1
France (metropolitan),,1969,7.6
France (metropolitan),,1970,7.8
France (metropolitan),,1971,7.9
France (metropolitan),,1972,8.1
France (metropolitan),,1973,7.7
France (metropolitan),,1974,7.5
France (metropolitan),,1975,7.4
France (metropolitan),,1976,7.1
France (metropolitan),,1977,6.9
France (metropolitan),,1978,6.6
France (metropolitan),,1979,6.4
France (metropolitan),,1980,6.2
France (metropolitan),,1981,5.8
France (metropolitan),,1982,5.7
France (metropolitan),,1983,5.5
France (metropolitan),,1984,5.1
France (metropolitan),,1985,4.9
France (metropolitan),,1986,4.8
France (metropolitan),,1987,4.8
France (metropolitan),,1988,4.8
France (metropolitan),,1989,5
France (metropolitan),,1990,5.1
France (metropolitan),,1991,4.9
France (metropolitan),,1992,4.7
France (metropolitan),,1993,4.4
France (metropolitan),,1994,4.4
France (metropolitan),,1995,4.4
France (metropolitan),,1996,4.8
France (metropolitan),,1997,4.9
France (metropolitan),,1998,4.6
France (metropolitan),,1999,4.9
France (metropolitan),,2000,5
France (metropolitan),,2001,4.8
France (metropolitan),,2002,4.7
France (metropolitan),,2003,4.6
France (metropolitan),,2004,4.5
France (metropolitan),,2005,4.5
France (metropolitan),,2006,4.3
France (metropolitan),,2007,4.3
France (metropolitan),,2008,4.2
France (metropolitan),,2009,3.9
France (metropolitan),,2010,3.9
France (metropolitan),,2011,3.7
France (metropolitan),,2012,3.7
French Guiana,GUF,1970,5.5
French Guiana,GUF,1985,3.700000048
French Guiana,GUF,1995,4.800000191
French Guiana,GUF,2005,3
French Guiana,GUF,2006,3.099999905
French Polynesia,PYF,1971,6.400000095
French Polynesia,PYF,1985,7.400000095
French Polynesia,PYF,1995,5.699999809
French Polynesia,PYF,2005,4.199999809
French Polynesia,PYF,2006,4.400000095
Georgia,GEO,1970,7.800000191
Georgia,GEO,1985,8.399999619
Georgia,GEO,1995,4
Georgia,GEO,2004,3.4
Georgia,GEO,2005,4.1
Georgia,GEO,2006,5
Georgia,GEO,2007,5.7
Georgia,GEO,2008,7.2
Georgia,GEO,2009,7.2
Georgia,GEO,2010,7.8
Georgia,GEO,2011,6.9
Georgia,GEO,2014,7.7
Georgia,GEO,2015,7.8
Georgia,GEO,2016,6.7
Georgia,GEO,2017,6.4
Germany,DEU,1960,9.5
Germany,DEU,1961,9.5
Germany,DEU,1962,9.4
Germany,DEU,1963,8.8
Germany,DEU,1964,8.5
Germany,DEU,1965,8.2
Germany,DEU,1966,7.9
Germany,DEU,1967,7.8
Germany,DEU,1968,7.3
Germany,DEU,1969,7.3
Germany,DEU,1970,7.4
Germany,DEU,1971,7.2
Germany,DEU,1972,7
Germany,DEU,1973,6.7
Germany,DEU,1974,6.5
Germany,DEU,1975,6.7
Germany,DEU,1976,6.5
Germany,DEU,1977,6.5
Germany,DEU,1978,6
Germany,DEU,1979,6.2
Germany,DEU,1980,6.3
Germany,DEU,1981,6.2
Germany,DEU,1982,6.2
Germany,DEU,1983,6.3
Germany,DEU,1984,6.4
Germany,DEU,1985,6.4
Germany,DEU,1986,6.6
Germany,DEU,1987,6.7
Germany,DEU,1988,6.8
Germany,DEU,1989,6.7
Germany,DEU,1990,6.5
Germany,DEU,1991,5.7
Germany,DEU,1992,5.6
Germany,DEU,1993,5.5
Germany,DEU,1994,5.4
Germany,DEU,1995,5.3
Germany,DEU,1996,5.2
Germany,DEU,1997,5.2
Germany,DEU,1998,5.1
Germany,DEU,1999,5.2
Germany,DEU,2000,5.1
Germany,DEU,2001,4.7
Germany,DEU,2002,4.6
Germany,DEU,2003,4.6
Germany,DEU,2004,4.8
Germany,DEU,2005,4.7
Germany,DEU,2006,4.5
Germany,DEU,2007,4.5
Germany,DEU,2008,4.6
Germany,DEU,2009,4.6
Germany,DEU,2010,4.7
Germany,DEU,2011,4.6
Germany,DEU,2012,4.8
Germany,DEU,2013,4.6
Germany,DEU,2014,4.8
Germany,DEU,2015,4.9
Germany,DEU,2016,5
Germany,DEU,2017,4.9
Gibraltar,GIB,1970,20.29999924
Gibraltar,GIB,1985,20.20000076
Gibraltar,GIB,1995,28.20000076
Gibraltar,GIB,2005,6.300000191
Gibraltar,GIB,2006,5.599999905
Greece,GRC,1960,7
Greece,GRC,1961,8.4
Greece,GRC,1962,8.4
Greece,GRC,1963,9.2
Greece,GRC,1964,8.9
Greece,GRC,1965,9.4
Greece,GRC,1966,8.3
Greece,GRC,1967,9.4
Greece,GRC,1968,7.5
Greece,GRC,1969,8.3
Greece,GRC,1970,7.7
Greece,GRC,1971,8.3
Greece,GRC,1972,6.8
Greece,GRC,1973,8.3
Greece,GRC,1974,7.6
Greece,GRC,1975,8.5
Greece,GRC,1976,6.9
Greece,GRC,1977,8.2
Greece,GRC,1978,7.7
Greece,GRC,1979,8.3
Greece,GRC,1980,6.5
Greece,GRC,1981,7.3
Greece,GRC,1982,6.9
Greece,GRC,1983,7.2
Greece,GRC,1984,5.5
Greece,GRC,1985,6.4
Greece,GRC,1986,5.8
Greece,GRC,1987,6.6
Greece,GRC,1988,4.8
Greece,GRC,1989,6.1
Greece,GRC,1990,5.8
Greece,GRC,1991,6.4
Greece,GRC,1992,4.7
Greece,GRC,1993,5.9
Greece,GRC,1994,5.4
Greece,GRC,1995,6.1
Greece,GRC,1996,4.3
Greece,GRC,1997,5.6
Greece,GRC,1998,5.1
Greece,GRC,1999,5.6
Greece,GRC,2000,4.5
Greece,GRC,2001,5.3
Greece,GRC,2002,5.3
Greece,GRC,2003,5.5
Greece,GRC,2004,4.6
Greece,GRC,2005,5.5
Greece,GRC,2006,5.2
Greece,GRC,2007,5.5
Greece,GRC,2008,4.8
Greece,GRC,2009,5.3
Greece,GRC,2010,5.1
Greece,GRC,2011,5
Greece,GRC,2012,4.5
Greece,GRC,2013,4.7
Greece,GRC,2014,4.9
Greece,GRC,2015,5
Greece,GRC,2016,4.6
Greece,GRC,2017,4.7
Greenland,GRL,1970,4.300000191
Greenland,GRL,1985,6.5
Greenland,GRL,1996,3.700000048
Grenada,GRD,1969,3.099999905
Grenada,GRD,1979,3.299999952
Grenada,GRD,1997,5
Grenada,GRD,2000,6.099999905
Grenada,GRD,2001,5
Guadeloupe,GLP,1970,5.900000095
Guadeloupe,GLP,1985,4.699999809
Guadeloupe,GLP,1998,5.099999905
Guadeloupe,GLP,2005,4.300000191
Guadeloupe,GLP,2006,4.300000191
Guam,GUM,1970,10.30000019
Guam,GUM,1985,12.69999981
Guam,GUM,1995,10.5
Guam,GUM,2003,8
Guam,GUM,2004,9.399999619
Guatemala,GTM,1970,3.5
Guatemala,GTM,1985,5
Guatemala,GTM,1995,5
Guatemala,GTM,2005,4.099999905
Guatemala,GTM,2006,4.400000095
Guinea-Bissau,GNB,1970,0.200000003
Guinea-Bissau,GNB,1971,0.200000003
Guyana,GUY,1968,4.199999809
Guyana,GUY,2005,4.800000191
Guyana,GUY,2006,6.099999905
Honduras,HND,1970,3.599999905
Honduras,HND,1985,4.599999905
Honduras,HND,1987,2.700000048
Honduras,HND,2005,2.900000095
Honduras,HND,2007,2.599999905
Hong Kong,HKG,1970,5.199999809
Hong Kong,HKG,1985,8.300000191
Hong Kong,HKG,1995,6.300000191
Hong Kong,HKG,2005,6.300000191
Hong Kong,HKG,2006,7.300000191
Hungary,HUN,1960,8.9
Hungary,HUN,1961,8.3
Hungary,HUN,1962,8.1
Hungary,HUN,1963,8.4
Hungary,HUN,1964,8.7
Hungary,HUN,1965,8.8
Hungary,HUN,1966,9.2
Hungary,HUN,1967,9.4
Hungary,HUN,1968,9.3
Hungary,HUN,1969,9.3
Hungary,HUN,1970,9.3
Hungary,HUN,1971,9.1
Hungary,HUN,1972,9.4
Hungary,HUN,1973,9.7
Hungary,HUN,1974,9.5
Hungary,HUN,1975,9.8
Hungary,HUN,1976,9.5
Hungary,HUN,1977,9.1
Hungary,HUN,1978,8.7
Hungary,HUN,1979,8.1
Hungary,HUN,1980,7.5
Hungary,HUN,1981,7.2
Hungary,HUN,1982,7.1
Hungary,HUN,1983,7.1
Hungary,HUN,1984,7
Hungary,HUN,1985,6.9
Hungary,HUN,1986,6.8
Hungary,HUN,1987,6.2
Hungary,HUN,1988,6.2
Hungary,HUN,1989,6.4
Hungary,HUN,1990,6.4
Hungary,HUN,1991,5.9
Hungary,HUN,1992,5.5
Hungary,HUN,1993,5.2
Hungary,HUN,1994,5.2
Hungary,HUN,1995,5.2
Hungary,HUN,1996,4.7
Hungary,HUN,1997,4.6
Hungary,HUN,1998,4.4
Hungary,HUN,1999,4.4
Hungary,HUN,2000,4.7
Hungary,HUN,2001,4.3
Hungary,HUN,2002,4.5
Hungary,HUN,2003,4.5
Hungary,HUN,2004,4.3
Hungary,HUN,2005,4.4
Hungary,HUN,2006,4.4
Hungary,HUN,2007,4.1
Hungary,HUN,2008,4
Hungary,HUN,2009,3.7
Hungary,HUN,2010,3.6
Hungary,HUN,2011,3.6
Hungary,HUN,2012,3.6
Hungary,HUN,2013,3.7
Hungary,HUN,2014,3.9
Hungary,HUN,2015,4.7
Hungary,HUN,2016,5.3
Hungary,HUN,2017,5.2
Iceland,ISL,1960,7.5
Iceland,ISL,1961,7.5
Iceland,ISL,1962,7.4
Iceland,ISL,1963,7.8
Iceland,ISL,1964,8.3
Iceland,ISL,1965,8.1
Iceland,ISL,1966,7.9
Iceland,ISL,1967,8.6
Iceland,ISL,1968,8.4
Iceland,ISL,1969,8.5
Iceland,ISL,1970,7.8
Iceland,ISL,1971,7.9
Iceland,ISL,1972,8.1
Iceland,ISL,1973,8.3
Iceland,ISL,1974,8.8
Iceland,ISL,1975,7.7
Iceland,ISL,1976,7.5
Iceland,ISL,1977,7.1
Iceland,ISL,1978,7.1
Iceland,ISL,1979,6.4
Iceland,ISL,1980,5.7
Iceland,ISL,1981,5.9
Iceland,ISL,1982,5.6
Iceland,ISL,1983,5.9
Iceland,ISL,1984,5.9
Iceland,ISL,1985,5.2
Iceland,ISL,1986,5.1
Iceland,ISL,1987,4.7
Iceland,ISL,1988,5.2
Iceland,ISL,1989,4.7
Iceland,ISL,1990,4.5
Iceland,ISL,1991,4.8
Iceland,ISL,1992,4.8
Iceland,ISL,1993,4.6
Iceland,ISL,1994,4.9
Iceland,ISL,1995,4.6
Iceland,ISL,1996,5
Iceland,ISL,1997,5.5
Iceland,ISL,1998,5.6
Iceland,ISL,1999,5.6
Iceland,ISL,2000,6.3
Iceland,ISL,2001,5.2
Iceland,ISL,2002,5.6
Iceland,ISL,2003,5.1
Iceland,ISL,2004,5
Iceland,ISL,2005,5.4
Iceland,ISL,2006,5.5
Iceland,ISL,2007,5.5
Iceland,ISL,2008,5.2
Iceland,ISL,2009,4.6
Iceland,ISL,2010,4.9
Iceland,ISL,2011,4.6
Indonesia,IDN,1976,6.800000191
Indonesia,IDN,1985,6.599999905
Indonesia,IDN,1995,8.100000381
Indonesia,IDN,2002,8.300000191
Indonesia,IDN,2003,7.599999905
Iran,IRN,1970,5.900000095
Iran,IRN,1986,6.900000095
Iran,IRN,1995,7.400000095
Iran,IRN,2005,11.30000019
Iran,IRN,2006,11
Iraq,IRQ,1970,4.099999905
Iraq,IRQ,1986,8
Iraq,IRQ,1995,5.599999905
Iraq,IRQ,2000,6.800000191
Iraq,IRQ,2004,9.600000381
Ireland,IRL,1960,5.5
Ireland,IRL,1961,5.4
Ireland,IRL,1962,5.5
Ireland,IRL,1963,5.5
Ireland,IRL,1964,5.6
Ireland,IRL,1965,5.9
Ireland,IRL,1966,5.8
Ireland,IRL,1967,6.1
Ireland,IRL,1968,6.5
Ireland,IRL,1969,6.9
Ireland,IRL,1970,7
Ireland,IRL,1971,7.4
Ireland,IRL,1972,7.3
Ireland,IRL,1973,7.4
Ireland,IRL,1974,7.3
Ireland,IRL,1975,6.7
Ireland,IRL,1976,6.4
Ireland,IRL,1977,6.1
Ireland,IRL,1978,6.4
Ireland,IRL,1979,6.2
Ireland,IRL,1980,6.4
Ireland,IRL,1981,6
Ireland,IRL,1982,5.8
Ireland,IRL,1983,5.5
Ireland,IRL,1984,5.2
Ireland,IRL,1985,5.3
Ireland,IRL,1986,5.2
Ireland,IRL,1987,5.2
Ireland,IRL,1988,5.2
Ireland,IRL,1989,5.2
Ireland,IRL,1990,5.1
Ireland,IRL,1991,4.9
Ireland,IRL,1992,4.7
Ireland,IRL,1993,4.7
Ireland,IRL,1994,4.6
Ireland,IRL,1995,4.3
Ireland,IRL,1996,4.4
Ireland,IRL,1997,4.3
Ireland,IRL,1998,4.5
Ireland,IRL,1999,4.9
Ireland,IRL,2000,5
Ireland,IRL,2001,5
Ireland,IRL,2002,5.2
Ireland,IRL,2003,5.1
Ireland,IRL,2004,5.2
Ireland,IRL,2005,5.1
Ireland,IRL,2006,5.2
Ireland,IRL,2007,5.2
Ireland,IRL,2008,4.9
Ireland,IRL,2009,4.8
Ireland,IRL,2010,4.5
Ireland,IRL,2011,4.3
Ireland,IRL,2012,4.5
Ireland,IRL,2013,4.5
Ireland,IRL,2014,4.7
Ireland,IRL,2015,4.7
Ireland,IRL,2016,4.8
Ireland,IRL,2017,4.6
Isle of Man,IMN,1970,8.300000191
Isle of Man,IMN,1985,5.300000191
Isle of Man,IMN,1995,5.900000095
Isle of Man,IMN,2003,5.300000191
Isle of Man,IMN,2004,5.099999905
Israel,ISR,1970,8.9
Israel,ISR,1985,6.9
Israel,ISR,1986,7
Israel,ISR,1987,6.9
Israel,ISR,1988,7
Israel,ISR,1989,7.1
Israel,ISR,1990,6.8
Israel,ISR,1991,6.5
Israel,ISR,1992,6.4
Israel,ISR,1993,6.6
Israel,ISR,1994,6.7
Israel,ISR,1995,6.5
Israel,ISR,1996,6.3
Israel,ISR,1997,6.5
Israel,ISR,1998,6.7
Israel,ISR,1999,6.6
Israel,ISR,2000,6.4
Israel,ISR,2001,6.3
Israel,ISR,2002,6.2
Israel,ISR,2003,6.1
Israel,ISR,2004,5.9
Israel,ISR,2005,5.9
Israel,ISR,2006,6.3
Israel,ISR,2007,6.5
Israel,ISR,2008,6.8
Israel,ISR,2009,6.5
Israel,ISR,2010,6.3
Israel,ISR,2011,6.6
Israel,ISR,2012,6.4
Israel,ISR,2013,6.5
Israel,ISR,2014,6.2
Israel,ISR,2015,6.4
Israel,ISR,2016,6.2
Italy,ITA,1960,7.7
Italy,ITA,1961,7.9
Italy,ITA,1962,8
Italy,ITA,1963,8.2
Italy,ITA,1964,8.1
Italy,ITA,1965,7.7
Italy,ITA,1966,7.3
Italy,ITA,1967,7.2
Italy,ITA,1968,7
Italy,ITA,1969,7.2
Italy,ITA,1970,7.3
Italy,ITA,1971,7.5
Italy,ITA,1972,7.7
Italy,ITA,1973,7.6
Italy,ITA,1974,7.3
Italy,ITA,1975,6.7
Italy,ITA,1976,6.4
Italy,ITA,1977,6.2
Italy,ITA,1978,5.9
Italy,ITA,1979,5.8
Italy,ITA,1980,5.7
Italy,ITA,1981,5.6
Italy,ITA,1982,5.5
Italy,ITA,1983,5.4
Italy,ITA,1984,5.3
Italy,ITA,1985,5.3
Italy,ITA,1986,5.3
Italy,ITA,1987,5.4
Italy,ITA,1988,5.6
Italy,ITA,1989,5.7
Italy,ITA,1990,5.6
Italy,ITA,1991,5.5
Italy,ITA,1992,5.5
Italy,ITA,1993,5.3
Italy,ITA,1994,5.1
Italy,ITA,1995,5.1
Italy,ITA,1996,4.9
Italy,ITA,1997,4.9
Italy,ITA,1998,4.9
Italy,ITA,1999,4.9
Italy,ITA,2000,5
Italy,ITA,2001,4.6
Italy,ITA,2002,4.7
Italy,ITA,2003,4.6
Italy,ITA,2004,4.3
Italy,ITA,2005,4.3
Italy,ITA,2006,4.2
Italy,ITA,2007,4.3
Italy,ITA,2008,4.2
Italy,ITA,2009,3.9
Italy,ITA,2010,3.7
Italy,ITA,2011,3.4
Italy,ITA,2012,3.5
Italy,ITA,2013,3.2
Italy,ITA,2014,3.1
Italy,ITA,2015,3.2
Italy,ITA,2016,3.4
Italy,ITA,2017,3.2
Jamaica,JAM,1970,4.900000095
Jamaica,JAM,1985,5.099999905
Jamaica,JAM,1995,6.699999809
Jamaica,JAM,2005,9.800000191
Jamaica,JAM,2006,8.699999809
Japan,JPN,1960,9.3
Japan,JPN,1963,9.7
Japan,JPN,1964,9.9
Japan,JPN,1965,9.7
Japan,JPN,1966,9.5
Japan,JPN,1967,9.6
Japan,JPN,1968,9.5
Japan,JPN,1969,9.6
Japan,JPN,1970,10
Japan,JPN,1971,10.5
Japan,JPN,1972,10.4
Japan,JPN,1973,9.9
Japan,JPN,1974,9.1
Japan,JPN,1975,8.5
Japan,JPN,1976,7.8
Japan,JPN,1977,7.2
Japan,JPN,1978,6.9
Japan,JPN,1979,6.8
Japan,JPN,1980,6.7
Japan,JPN,1981,6.6
Japan,JPN,1982,6.6
Japan,JPN,1983,6.4
Japan,JPN,1984,6.2
Japan,JPN,1985,6.1
Japan,JPN,1986,5.9
Japan,JPN,1987,5.7
Japan,JPN,1988,5.8
Japan,JPN,1989,5.8
Japan,JPN,1990,5.9
Japan,JPN,1991,6
Japan,JPN,1992,6.1
Japan,JPN,1993,6.4
Japan,JPN,1994,6.3
Japan,JPN,1995,6.4
Japan,JPN,1996,6.4
Japan,JPN,1997,6.2
Japan,JPN,1998,6.3
Japan,JPN,1999,6.1
Japan,JPN,2000,6.4
Japan,JPN,2001,6.4
Japan,JPN,2002,6
Japan,JPN,2003,5.9
Japan,JPN,2004,5.7
Japan,JPN,2005,5.7
Japan,JPN,2006,5.8
Japan,JPN,2007,5.7
Japan,JPN,2008,5.8
Japan,JPN,2009,5.6
Japan,JPN,2010,5.5
Japan,JPN,2011,5.2
Japan,JPN,2012,5.3
Japan,JPN,2013,5.3
Japan,JPN,2014,5.1
Japan,JPN,2015,5.1
Japan,JPN,2016,5
Japan,JPN,2017,4.9
Jordan,JOR,1970,7.199999809
Jordan,JOR,1985,7.400000095
Jordan,JOR,1995,8.199999809
Jordan,JOR,2005,10.19999981
Jordan,JOR,2006,10.39999962
Kazakhstan,KAZ,1970,9.5
Kazakhstan,KAZ,1985,10.10000038
Kazakhstan,KAZ,1995,7.400000095
Kazakhstan,KAZ,2005,8.100000381
Kazakhstan,KAZ,2006,9
Kiribati,KIR,1970,6.800000191
Kosovo,OWID_KOS,2003,8.5
Kosovo,OWID_KOS,2004,8.4
Kosovo,OWID_KOS,2005,7.6
Kosovo,OWID_KOS,2006,7.5
Kosovo,OWID_KOS,2007,7.9
Kosovo,OWID_KOS,2008,8.3
Kosovo,OWID_KOS,2009,8.9
Kosovo,OWID_KOS,2011,9.3
Kosovo,OWID_KOS,2012,9.5
Kosovo,OWID_KOS,2015,9.1
Kosovo,OWID_KOS,2016,9
Kosovo,OWID_KOS,2017,9.6
Kuwait,KWT,1970,3.900000095
Kuwait,KWT,1985,5.699999809
Kuwait,KWT,1995,6
Kuwait,KWT,2005,4.599999905
Kuwait,KWT,2006,4.5
Kyrgyzstan,KGZ,1970,9.199999809
Kyrgyzstan,KGZ,1985,10.10000038
Kyrgyzstan,KGZ,1995,6
Kyrgyzstan,KGZ,2005,7.300000191
Kyrgyzstan,KGZ,2006,8.399999619
Latvia,LVA,1960,11
Latvia,LVA,1961,10.5
Latvia,LVA,1962,10
Latvia,LVA,1963,9.5
Latvia,LVA,1964,8.6
Latvia,LVA,1965,8.8
Latvia,LVA,1966,9.8
Latvia,LVA,1967,9.9
Latvia,LVA,1968,10.2
